Name,CPU,Number of Cores,GPU,Number of Sim Cards,OS,Camera Resolution,Weight/Height,Body Structure,Release Data,Charge through USB,Internal Memory,RAM,Memory Expandable/Type,Display Technology,Warranty,Screen Size,Screen Resolution,Ratio of Screen Size to Body,DAR,Pixel Density,Back Camera Recording,Flashlight,Digital Zoom,Front Facing Cameras,Display Features,Back Facing Cameras,Camera HardWare,OTG,Camera Features,Cellular Network,Supported Networks,USB PORT,Bluetooth,GPS and features,Sensors,Special Features,Battery Capacity,Battery Type,Fast Charge,CPU Frequency,Screen Brightness,Screen Refresh Rate,Screen Glass,Available Colors,Brand,Seller,Score,Price Final,Price No Discount
Samsung Galaxy S23 FE 5G 256/8GB,"Exynos 2200 (4 nm) 	
",هشت هسته,Xclipse 920,"دو سیم کارت ( نانو سیم - همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1  - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیومی,,دارد,256 گیگابایت ,8 گیگابایت,ندارد,"Dynamic AMOLED 2X/ لمسی خازنی
",18 ماه گارانتی شرکتی,"6.4 اینچ
",16 میلیون رنگ/ 2340x1080 پیکسل,"83.2 درصد
",20:9,403 ,8K با سرعت 24 فریم بر ثانیه، 4K و 1080p با سرعت 60 و 30 فریم بر ثانیه، 1080 با سرعت 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه، لرزشگیر الکترونیکی تصویر - ژیروسکوپ,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت تشخیص چهره (Face Detection)، قابلیت ثبت موقعیت جغرافیایی عکس‌ ها و فیلم‌ ها (Geo-Tagging)، قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama)، قابلیت عکاسی و فیلمبرداری همزمان (Simultaneous 4K video and 9MP image recording),5G,"GSM / CDMA / HSPA / EVDO / LTE / 5G
","دارد / USB Type-C
",دارد/ ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS, GLONASS, GALILEO, BDS

",حسگر اثر انگشت در زیر صفحه نمایش (Fingerprint (under display، شتاب سنج (Accelerometer)، ژيروسکوپ (Gyro)، مجاورت (Proximity)، قطب نما (Compass),,4500 میلی‌آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,ستیا همراه,4.37,,"25,480,000"
Samsung Galaxy S23 FE 5G 256/8GB,"Exynos 2200 (4 nm) 	
",هشت هسته,Xclipse 920,"دو سیم کارت ( نانو سیم - همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1  - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیومی,,دارد,256 گیگابایت ,8 گیگابایت,ندارد,"Dynamic AMOLED 2X/ لمسی خازنی
",18 ماه گارانتی شرکتی,"6.4 اینچ
",16 میلیون رنگ/ 2340x1080 پیکسل,"83.2 درصد
",20:9,403 ,8K با سرعت 24 فریم بر ثانیه، 4K و 1080p با سرعت 60 و 30 فریم بر ثانیه، 1080 با سرعت 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه، لرزشگیر الکترونیکی تصویر - ژیروسکوپ,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت تشخیص چهره (Face Detection)، قابلیت ثبت موقعیت جغرافیایی عکس‌ ها و فیلم‌ ها (Geo-Tagging)، قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama)، قابلیت عکاسی و فیلمبرداری همزمان (Simultaneous 4K video and 9MP image recording),5G,"GSM / CDMA / HSPA / EVDO / LTE / 5G
","دارد / USB Type-C
",دارد/ ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS, GLONASS, GALILEO, BDS

",حسگر اثر انگشت در زیر صفحه نمایش (Fingerprint (under display، شتاب سنج (Accelerometer)، ژيروسکوپ (Gyro)، مجاورت (Proximity)، قطب نما (Compass),,4500 میلی‌آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,موبایل موحد,4.37,,"25,500,000"
Samsung Galaxy A04e 64/3GB,"MediaTek MT6765 Helio P35، چهار هسته 2.3 گیگاهرتز Cortex-A53 و 4 هسته 1.8 گیگاهرتز Cortex-A53
",هشت هسته,"PowerVR GE8320
","تک سیم‌‌‌کارت (نانو سیم) دو سیم‌ کارت Dual Stand-by (نانو سیم)
","اندروید 12، عرضه با رابط کاربری One UI Core 4.1
",دوگانه 13 مگاپیکسل + 2 مگاپیکسل,"164.2x75.9x9.1 میلی‌متر / 188 گرم
",پلاستیک,,دارد,64 گیگابایت,"3 گیگابایت
",دارد / MicroSDXC,"PLS LCD
",18 ماه گارانتی نارون سرویس,"6.5 اینچ
","720x1600 پیکسل
","81.8 درصد
","20:9
","270 پیکسل در اینچ
",1080p با سرعت 30 فریم بر ثانیه,"LED
",دارد,"5 مگاپیکسل
","نرخ نمایشگر 60 هرتز
",دوگانه 13 مگاپیکسل + 2 مگاپیکسل,,دارد,,4G,"GSM ،HSPA ،LTE
","دارد / Type-C
","دارد / نسخه 5.0 پشتیبانی از A2DP از نوع کم مصرف یا LE
","GPS / A-GPS
","شتاب‌ سنج، حسگر مجاورت، حسگر نور محیط
",,"5000 میلی‌آمپر ساعت
","لیتیوم پلیمری / غیر قابل تعویض توسط کاربر
",,,,,,['مسی'],گوشی سامسونگ,تکنولایف,4.63,,"4,799,000"
Motorola Moto G54 5G 256/8GB,Mediatek Dimensity 7020 (6 نانومتری),هشت هسته,IMG BXM-8-256,دو سیم‌ کارت نانوسیم (هیبریدی، همزمان فعال),Android 13 (در زمان عرضه),,161.6x73.8x8 میلی متر/ 177 گرم,,,,256 گیگابایت ,8 گیگابایت ,دارد/ microSDXC (شیار مشترک با سیم کارت),IPS LCD,18 ماه گارانتی شرکتی,6.5 اینچ,2400x1080 پیکسل,85.5%,20:9,حدود 405 پیکسل بر اینچ,1080p با سرعت 30/60 فریم بر ثانیه,دارد ,,16 مگاپیکسل,,دو گانه 50 مگاپیکسل + 2 مگاپیکسل,,,HDR ،panorama,5G,GSM ،HSPA ،LTE ،5G,دارد/ USB Type-C 2.0,دارد/ ورژن 5.3، همراه با A2DP، LE,GPS ،GLONASS ،GALILEO ،BDS ،QZSS,حسگر اثر انگشت (کنار بدنه)، شتاب‌ سنج، ژیروسکوپ، سنسور مجاورت، قطب نما,,5000 میلی آمپر ساعت,لیتیوم پلیمری / خیر,شارژ 15 وات,2 هسته 2.2 گیگاهرتزی و 6 هسته 2.0 گیگاهرتزی,,,,"['آبی', 'سبز', 'سرمه\u200cای']",گوشی موتورولا,هنرمندان,4.33,,"7,795,000"
Honor X5 Plus 4G 64/4GB,MediaTek Helio G36 (12nm),هشت هسته,"PowerVR GE8320
",دو سیم کارت,اندروید 13، رابط کاربری MagicOS 7.1,"50 مگاپیکسل عریض
2 مگاپیکسل عمق",163.3x75.1x8.4 میلی‌متر/ 188 گرم,,,,64 گیگابایت,4 گیگابایت,دارد,"TFT LCD
",18 ماه گارانتی شرکتی,6.5 اینچ,720x1612 پیکسل,84.3 درصد,,269 پیکسل,دارد,دارد,,5 مگاپیکسل,,"50 مگاپیکسل عریض
2 مگاپیکسل عمق",,دارد,,4G,,"Type-C 2.0
",دارد / نسخه 5.1,"GPS, GLONASS, GALILEO, BDS
","حسگر اثر انگشت (کنار گوشی)، شتاب سنج، مجاورتی

",,"5200 میلی‌آمپر ساعت
",لیتیوم - پلیمری,10 وات ,,,90 هرتز,,"['آبی', 'مشکی']",گوشی آنر,تکنولایف,4.5,"4,490,000","4,515,000"
Xiaomi Redmi Note 12 4G (23021RAAEG) 128/8GB,Qualcomm SM6225 Snapdragon 685,هشت هسته,Adreno 610,دو سیم کارت نانو سیم ( همزمان فعال),Android 13 با رابط کاربری MIUI 14,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل,165.7x76x7.9 میلی متر/ 183.5 گرم,,,دارد,128 گیگابایت,8 گیگابایت,دارد/ microSDXC,AMOLED,18 ماه گارانتی شرکتی,6.67 اینچ,1080x2400 پیکسل,85.3 درصد,20:9,395 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثاینه,دارد,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل,,دارد,HDR ،panorama ،1080p@30fps,4G,GSM ،HSPA ،LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.0,دارد/ GPS ،GLONASS ،GALILEO,اثر انگشت، قطب نما، ژیروسکوپ، مجاورت، سنسور نور محیط، شتاب سنج، بلستر IR (مادون قرمز),,5000 میلی آمپر ساعت,,دارد، 33 وات,چهار هسته 2.8 گیگاهرتز Cortex-A73 و 4 هسته 1.9 گیگاهرتز  Cortex-A53,450 نیت (در حالت عادی)، 1200 نیت (حداکثر),120 هرتز,Corning Gorilla Glass 3,"['سبز', 'آبی', 'خاکستری']",گوشی شیائومی,تامین محصول  تهران,4.62,"9,499,000","9,599,000"
Nokia 216 Dual SIM 16/16MB RAM,,,,دو سیم کارت,,,118x50.2x13.5 میلی متر/ 82.6 گرم,جلو شیشه، پشت و فریم پلاستیک,,دارد,,16 مگابایت,دارد تا 32 گیگابایت/ microSDHC,TFT,18 ماه گارانتی شرکتی,2.4 اینچ,320x240 پیکسل,30.1 درصد,4:3,167 پیکسل در هر اینچ,کیفیت 240P با سرعت 15 فریم بر ثانیه,LED,,VGA,,VGA,,ندارد,,2G,GSM,دارد/ MicroUSB نسخه 1.1,دارد/ نسخه 3.0، پشتیبانی از A2DP,ندارد,,,1020 میلی‌ آمپر ساعت,لیتیوم یونی/ بله,ندارد,,,,,['مشکی'],گوشی نوکیا,تکنولایف,1.75,"1,490,000","1,580,000"
Honor 90 Lite 5G 256/8GB RAM,MediaTek Dimensity 6020,هشت هسته,Mali-G57 MC2,دو سیم کارت,Magic OS 7.1 بر پایه Android 13,,162.9x7.48x74.5 میلی متر/ تقریبا 179 گرم,,,,256 گیگابایت,8 گیگابایت,ندارد,LTPS LCD,18 ماه گارانتی شرکتی,6.7 اینچ,16.7 میلیون رنگ/ 2388x1080 پیکسل,89.6%,19.9:9,391 ppi ,1080p با سرعت 30 فریم بر ثانیه,دارد,دارد,16 مگاپیکسل,,100 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,,دارد,Panorama ،HDR ,5G,GSM ،WCDMA ،LTE,دارد/ تایپ سی,دارد/ نسخه 5.1,دارد,اثرانگشت، قطب نما، شتاب سنج، حسگر مجاورت مجازی,,4500 میلی آمپر ساعت,لیتیوم یون پلیمر / خیر,,2 هسته‌ 2.2 گیگاهرتز Cortex-A76 و 6 هسته‌ 2.0 گیگاهرتز Cortex-A55 ,,,,"['نقره\u200cای', 'آبی']",گوشی آنر,تکنولایف,4.14,"9,750,000","9,850,000"
Nokia 216 Dual SIM ,,,,,,VGA,118x50.2x13.5 میلی متر/ 82.6 گرم,بدنه پلاستیکی,مهر 1395,دارد,16 مگابایت,,دارد/ microSDHC (شیار مجزا),TFT,18 ماه گارانتی شرکتی,2.4 اینچ,320x240 پیکسل,30.1 درصد,4:3,167ppi,دارد/ حداکثر 240p و 15 فریم بر ثانیه,LED,,VGA,,VGA,,ندارد,,2G,GSM,دارد/ MicroUSB نسخه 1.1,دارد/ نسخه 3.0، پشتیبانی از A2DP,ندارد,,"دارای صفحه کلید انگلیسی (فاقد حروف فارسی)
",1020 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تامین محصول  تهران,3.7,,"2,235,000"
Xiaomi Poco X4 Pro 5G 256/8GB,Qualcomm SM6375 Snapdragon 695 5G (6 nm),هشت هسته,"Adreno 619
","دو سیم کارت نانو سیم (هیبریدی، همزمان فعال)
",Android 11 با رابط کاربری MIUI 13 (در زمان عرضه),"سه گانه 108 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل
","164.2x76.1x8.1 میلی متر/ 205 گرم
",جلو و پشت شیشه ای به همراه فریم پلاستیکی,"اسفند 1400
",دارد,256 گیگابایت,8 گیگابایت,دارد/ microSDXC (شیار مشترک با سیم کارت),"AMOLED
",18 ماه گارانتی شرکتی,"6.67 اینچ
","16 میلیون رنگ/ 2400x1080 پیکسل
","86 درصد
","20:9
","395 پیکسل در هر اینچ
","کیفیت 1080p با سرعت 30  فریم بر ثانیه
","فلش LED
",,"16 مگاپیکسل
","پشتیبانی از HDR10
","سه گانه 108 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل
",,دارد,"قابلیت عکاسی پانوراما (Panorama)، قابلیت HDR در عکاسی
",5G,"GSM ،HSPA ،LTE ،5G
",,"دارد/ ورژن 5.1، همراه با A2DP ،LE
","دارد/ ویژگی های A-GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت در کنار قاب، شتاب سنج، ژيروسکوپ، قطب نما، مجاورت,,"5000 میلی آمپر ساعت
","لیتیوم پلیمری
",67 وات، پشتیبانی از PD3.0 ،QC3,دو هسته 2.2 گیگاهرتز Kryo 660 Gold به همراه شش هسته 1.7 گیگاهرتز Kryo 660 Silver,700 تا 1200 نیت,120 هرتز,کورنینگ گوریلا گلس 5,"['زرد', 'آبی', 'مشکی']",گوشی شیائومی,سگالینو,4.68,,"11,023,000"
Xiaomi Poco X4 Pro 5G 256/8GB,Qualcomm SM6375 Snapdragon 695 5G (6 nm),هشت هسته,"Adreno 619
","دو سیم کارت نانو سیم (هیبریدی، همزمان فعال)
",Android 11 با رابط کاربری MIUI 13 (در زمان عرضه),"سه گانه 108 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل
","164.2x76.1x8.1 میلی متر/ 205 گرم
",جلو و پشت شیشه ای به همراه فریم پلاستیکی,"اسفند 1400
",دارد,256 گیگابایت,8 گیگابایت,دارد/ microSDXC (شیار مشترک با سیم کارت),"AMOLED
",18 ماه گارانتی شرکتی,"6.67 اینچ
","16 میلیون رنگ/ 2400x1080 پیکسل
","86 درصد
","20:9
","395 پیکسل در هر اینچ
","کیفیت 1080p با سرعت 30  فریم بر ثانیه
","فلش LED
",,"16 مگاپیکسل
","پشتیبانی از HDR10
","سه گانه 108 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل
",,دارد,"قابلیت عکاسی پانوراما (Panorama)، قابلیت HDR در عکاسی
",5G,"GSM ،HSPA ،LTE ،5G
",,"دارد/ ورژن 5.1، همراه با A2DP ،LE
","دارد/ ویژگی های A-GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت در کنار قاب، شتاب سنج، ژيروسکوپ، قطب نما، مجاورت,,"5000 میلی آمپر ساعت
","لیتیوم پلیمری
",67 وات، پشتیبانی از PD3.0 ،QC3,دو هسته 2.2 گیگاهرتز Kryo 660 Gold به همراه شش هسته 1.7 گیگاهرتز Kryo 660 Silver,700 تا 1200 نیت,120 هرتز,کورنینگ گوریلا گلس 5,"['زرد', 'آبی', 'مشکی']",گوشی شیائومی,ستیا همراه,4.68,,"11,470,000"
Xiaomi Poco X4 Pro 5G 256/8GB,Qualcomm SM6375 Snapdragon 695 5G (6 nm),هشت هسته,"Adreno 619
","دو سیم کارت نانو سیم (هیبریدی، همزمان فعال)
",Android 11 با رابط کاربری MIUI 13 (در زمان عرضه),"سه گانه 108 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل
","164.2x76.1x8.1 میلی متر/ 205 گرم
",جلو و پشت شیشه ای به همراه فریم پلاستیکی,"اسفند 1400
",دارد,256 گیگابایت,8 گیگابایت,دارد/ microSDXC (شیار مشترک با سیم کارت),"AMOLED
",18 ماه گارانتی شرکتی,"6.67 اینچ
","16 میلیون رنگ/ 2400x1080 پیکسل
","86 درصد
","20:9
","395 پیکسل در هر اینچ
","کیفیت 1080p با سرعت 30  فریم بر ثانیه
","فلش LED
",,"16 مگاپیکسل
","پشتیبانی از HDR10
","سه گانه 108 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل
",,دارد,"قابلیت عکاسی پانوراما (Panorama)، قابلیت HDR در عکاسی
",5G,"GSM ،HSPA ،LTE ،5G
",,"دارد/ ورژن 5.1، همراه با A2DP ،LE
","دارد/ ویژگی های A-GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت در کنار قاب، شتاب سنج، ژيروسکوپ، قطب نما، مجاورت,,"5000 میلی آمپر ساعت
","لیتیوم پلیمری
",67 وات، پشتیبانی از PD3.0 ،QC3,دو هسته 2.2 گیگاهرتز Kryo 660 Gold به همراه شش هسته 1.7 گیگاهرتز Kryo 660 Silver,700 تا 1200 نیت,120 هرتز,کورنینگ گوریلا گلس 5,"['زرد', 'آبی', 'مشکی']",گوشی شیائومی,تامین محصول  تهران,4.68,,"11,959,000"
Nokia 150 2023 Dual SIM,,,,"2 عدد/ سایز اصلی 15×25 میلی‌متر
",ندارد,VGA,131×50.6×15.2 میلی متر/ 106 گرم,,اوت 2023,دارد,8 مگابایت,4 مگابایت,دارد/ MicroSD,"TFT LCD
",18 ماه گارانتی شرکتی,2.4 اینچ,65000 رنگ/ 320×240 پیکسل,26.8 درصد,4:3,167 ppi,دارد,دارد - LED,,,,"0.08 مگاپیکسل
",,,,,GSM,دارد/ MicroUSB,ندارد,ندارد,,,1450 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,"['مشکی', 'آبی']",گوشی نوکیا,تکنولایف,4.34,"2,670,000","2,740,000"
Nokia 150 2023 Dual SIM,,,,"2 عدد/ سایز اصلی 15×25 میلی‌متر
",ندارد,VGA,131×50.6×15.2 میلی متر/ 106 گرم,,اوت 2023,دارد,8 مگابایت,4 مگابایت,دارد/ MicroSD,"TFT LCD
",18 ماه گارانتی شرکتی,2.4 اینچ,65000 رنگ/ 320×240 پیکسل,26.8 درصد,4:3,167 ppi,دارد,دارد - LED,,,,"0.08 مگاپیکسل
",,,,,GSM,دارد/ MicroUSB,ندارد,ندارد,,,1450 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,"['مشکی', 'آبی']",گوشی نوکیا,تامین محصول  تهران,4.34,"2,670,000","2,833,000"
Nokia 210 (2019) - Iran Assembly,Mediatek MT6260A,,,"2 عدد/ سایز میکرو (12 × 15 میلی‌متر)

",,"0.3 مگاپیکسل
",120.8×53.5×13.8 میلی متر/ 82 گرم,بدنه پلاستیکی,بهمن 1397,,"16 مگابایت
",16 مگابایت,"دارد/ microSD
",TFT,18 ماه گارانتی شرکتی,2.4 اینچ,65000 رنگ/ 320×240 پیکسل,27.6 درصد,4:3,167 ppi,,,,,,0.3 مگاپیکسل,,,,,GSM,دارد/ MicroUSB ورژن 2.0,دارد/ نسخه 3.0,ندارد,,,1020 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تکنولایف,0.0,"1,450,000","1,580,000"
Xiaomi Redmi 12C (22120RN86G) 128/6GB,Mediatek MT6769Z Helio G85 (12 نانومتری),هشت هسته,Mali-G52 MC2,2 سیم کارت نانوسیم (همزمان فعال),اندروید 12 با رابط کاربری MIUI 13 (در زمان عرضه),50 مگاپیکسل + 0.08 مگاپیکسل,"168.8x76.41x8.8 میلی متر/ 192 گرم

",,دی 1401,دارد,128 گیگابایت,6 گیگابایت,دارد / microSDXC,"IPS LCD
",18 ماه گارانتی شرکتی,"6.71 اینچ
","720x1650 پیکسل
",82.6 درصد,,268 پیکسل در اینچ,"1080p با سرعت 30 فریم بر ثانیه
",LED,دارد,5 مگاپیکسل,,50 مگاپیکسل + 0.08 مگاپیکسل,,ندارد,,4G,,microUSB 2.0,"دارد / 5.1 با ویژگی A2DP و LE
","دارد / GPS ،GLONASS ،DS ،GALILEO
",حسگر اثر انگشت، شتاب‌ سنج,,5000 میلی آمپرساعت,لیتیوم پلیمر/ خیر,ندارد، 10 وات,2 هسته 2.0 گیگاهرتز Cortex-A75 و 6 هسته 1.8 گیگاهرتز Cortex-A55,500 نیت,,,"['خاکستری', 'آبی']",گوشی شیائومی,تامین محصول  تهران,4.52,"6,599,000","6,720,000"
Realme C67 4G 256/8GB,Qualcomm SM6225 Snapdragon 685 (6 نانومتری),هشت هسته,Adreno 610,دو سیم کارت نانوسیم (همزمان فعال),"اندروید 14، Realme UI T
",,164.6x75.4x7.6 میلی متر/ 185 گرم,,,دارد,256 گیگابایت,8 گیگابایت,دارد/ microSDXC (شیار اختصاصی),"IPS LCD
",18 ماه گارانتی شرکتی,6.72 اینچ,2400x1080 پیکسل,87.8 درصد,"20:9
",392 پیکسل بر اینچ,1080p با سرعت 30 فریم بر ثانیه، لرزشگیر ژیروسکوپ و الکترونیکی,دارد,,8 مگاپیکسل,,دوگانه 108 مگاپیکسل + 2 مگاپیکسل,,,HDR، پانوراما,4G,GSM ،HSPA ،LTE,"USB Type-C 2.0
",دارد/ نسخه 5.0,دارد/ GPS ،GALILEO ،GLONASS ،QZSS ،BDS,اثر انگشت (کنار بدنه)، شتاب سنج، حسگر مجاورت، قطب نما، ژیروسکوپ,,5000 میلی آمپر ساعت,لیتیوم پلیمری/ خیر,دارد، 33 وات,4 هسته 2.8 گیگاهرتزی Cortex-A73 و 4 هسته 1.9 گیگاهرتزی Cortex-A53,800 نیت (عادی)، 950 نیت (HBM),90 هرتز,,"['مشکی', 'سبز']",گوشی ریلمی,تکنولایف,4.3,,"8,390,000"
Honor X9b 5G 256/12GB,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 نانومتری),هشت هسته,Adreno 710,2 سیم کارت نانو سیم (همزمان فعال),اندروید 13 رابط کاربری Magic OS 7.2 (در زمان عرضه),,"163.6x75.5x8 میلی‌ متر / 185 گرم
",,,دارد,256 گیگابایت,12 گیگابایت,ندارد,AMOLED,18 ماه گارانتی شرکتی,"6.78 اینچ
","1 میلیارد رنگ / 2652x1220 پیکسل
","91.2 درصد
",19.5:9,"431 پیکسل در اینچ
",4K و 1080p با سرعت 30 فریم بر ثانیه,"فلاش LED
",,16 مگاپیکسل,,"سه گانه 108 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل 
",,دارد,"پانوراما، HDR
",5G,GSM ،HSPA ،LTE ،5G,"دارد / USB Type-C 2.0
",دارد/ 5.1، با پشتیبانی از A2DP، LE,دارد/ GPS ،GLONASS ،GALILEO ،BDS,"حسگر اثر انگشت (زیر صفحه نمایش اپتیکال)، شتاب‌ سنج، قطب‌ نما، سنسور مجازی مجاورت، ژیروسکوپ 
",,"5800 میلی‌ آمپر ساعت
","لیتیوم پلیمر/ غیر قابل تعویض
",دارد، 35 وات ,4 هسته 2.2  گیگاهرتز Cortex-A78 و 4 هسته 1.8 گیگاهرتز Cortex-A55,1200 نیت در حالت حداکثر,120 هرتز,,['مشکی'],گوشی آنر,تکنولایف,4.43,"16,200,000","16,275,000"
Xiaomi 13T Pro 5G 512/12GB ,"Mediatek Dimensity 9200+ (4 نانومتری)
",هشت هسته,"Immortalis-G715 MC11
",دو سیم کارت نانو سیم (همزمان فعال),Android 13 با رابط کاربری MIUI 14، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,سه گانه 50 + 50 + 12 مگاپیکسل,162.2x75.7x8.5 میلی متر/ 200 گرم,جلو شیشه، پشت شیشه یا پلیمر سیلیکون، فریم پلاستیک,,دارد,512 گیگابایت,12 گیگابایت,ندارد,AMOLED,18 ماه گارانتی شرکتی,6.67 اینچ,68 میلیارد رنگ/ 1220x2712 پیکسل,87.5 درصد,20:9,446 پیکسل در هر اینچ,8K با سرعت 24 فریم بر ثانیه، 4K با سرعت 24، 30، 60 فریم بر ثانیه، 1080p با سرعت 30، 60 فریم بر ثانیه، لرزشگیر الکترونیکی-ژیروسکوپ,دارد,,20 مگاپیکسل,فناوری HDR10+,سه گانه 50 + 50 + 12 مگاپیکسل,,دارد,لنز لیکا، قابلیت عکاسی پانوراما (Panorama)، قابلیت HDR در عکاسی و HDR10+ در فیلمبرداری,5G,GSM/HSPA/LTE/5G,"دارد/ USB Type-C 2.0
","دارد/ ورژن 5.4 پشتیبانی از A2DP و LE
","دارد / GPS (L1+L5) ،GLONASS (G1) ،GALILEO (E1+E5a) ،QZSS (L1+L5) ،NavIC (L5) ،BDS
",حسگر اثر انگشت (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، سنسور مجاورت، قطب‌ نما، سنسور طیف سنج,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر
",دارد، پشتیبانی از شارژ سریع 120 وات، PD3.0 و QC4,1 هسته 3.35 گیگاهرتز Cortex-X3 و 3 هسته 3.0 گیگاهرتز Cortex-A715 و 4 هسته 2.0 گیگاهرتز Cortex-A510,1200 نیت (HBM)، 2600 نیت در حالت حداکثر,144 هرتز,گوریلا گلس 5,['مشکی'],گوشی شیائومی,ستیا همراه,4.5,,"33,799,000"
